provnum,Year,BEDCERT,RESTOT,overall_rating,survey_rating,quality_rating,staffing_rating,RN_staffing_rating,AIDHRD,VOCHRD,RNHRD,TOTLICHRD,TOTHRD,PTHRD,exp_aide,exp_lpn,exp_rn,exp_total,adj_aide,adj_lpn,adj_rn,adj_total,WEIGHTED_ALL_CYCLES_SCORE,incident_cnt,cmplnt_cnt,DeficiencyCount,short_stay_poor_quality,short_stay_good_quality,long_stay_poor_quality,long_stay_good_quality,measure_score_qtravg,OWNERSHIP_For profit,OWNERSHIP_Government,OWNERSHIP_Non profit,CERTIFICATION_Medicaid,CERTIFICATION_Medicare,CERTIFICATION_Medicare and Medicaid,Score_High,ZIPREGION_0,ZIPREGION_1,ZIPREGION_2,ZIPREGION_3,ZIPREGION_4,ZIPREGION_5,ZIPREGION_6,ZIPREGION_7,ZIPREGION_8,ZIPREGION_9
265874,2020,44,36,3,4,1,3,3,2.30958,0.44019,0.53353,0.97372,3.2833,0,1.95291,0.68373,0.29236,2.929,2.43204,0.47724,0.69636,3.56391,21.6,0,0,10,2,2,6,8,23.06699047,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
265874,2021,44,36,3,4,1,3,3,2.30958,0.44019,0.53353,0.97372,3.2833,0,1.95291,0.68373,0.29236,2.929,2.43204,0.47724,0.69636,3.56391,21.6,0,0,10,2,2,6,8,23.06699047,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
265875,2020,60,55.3,2,1,3,4,3,2.61786,0.94331,0.50232,1.44563,4.06348,0.07264,1.92764,0.65124,0.28653,2.86541,2.79279,1.07374,0.66897,4.50865,96,0,3,21,3,1,5,9,35.68229728,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
265875,2021,60,55.3,2,1,3,4,3,2.61786,0.94331,0.50232,1.44563,4.06348,0.07264,1.92764,0.65124,0.28653,2.86541,2.79279,1.07374,0.66897,4.50865,96,0,3,21,3,1,5,9,35.68229728,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
275027,2020,95,64,5,4,5,3,4,2.21667,0.16076,0.78153,0.94229,3.15896,0.08149,1.92704,0.6827,0.31692,2.92666,2.3747,0.17368,0.95231,3.44124,21.333,0,1,6,3,1,6,8,34.60001828,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275027,2021,95,64,5,4,5,3,4,2.21667,0.16076,0.78153,0.94229,3.15896,0.08149,1.92704,0.6827,0.31692,2.92666,2.3747,0.17368,0.95231,3.44124,21.333,0,1,6,3,1,6,8,34.60001828,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275040,2020,101,80.6,3,3,3,3,3,2.17586,0.54356,0.57801,1.12157,3.29743,0.07383,1.94553,0.6711,0.33039,2.94701,2.30884,0.59741,0.67561,3.56728,47.333,0,0,20,3,1,3,11,30.79134467,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0
275040,2021,101,80.6,3,3,3,3,3,2.17586,0.54356,0.57801,1.12157,3.29743,0.07383,1.94553,0.6711,0.33039,2.94701,2.30884,0.59741,0.67561,3.56728,47.333,0,0,20,3,1,3,11,30.79134467,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0
275049,2020,70,49.3,5,4,5,3,4,1.86613,0.42911,0.74392,1.17303,3.03916,0.02549,1.85231,0.69278,0.30789,2.85298,2.07984,0.45685,0.93307,3.39624,35.333,0,0,22,3,1,3,11,29.41753361,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275049,2021,70,43.8,5,4,5,3,3,1.93672,0.56661,0.63862,1.20524,3.14195,0.02438,2.01745,0.73632,0.34197,3.09574,1.97416,0.57043,0.7126,3.22679,35.333,0,0,22,3,1,5,9,31.25098211,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275066,2020,94,51.7,5,4,3,5,5,3.02875,0.64347,1.03995,1.68341,4.71216,0.12342,2.00665,0.72861,0.33474,3.07,3.11596,0.65139,1.19975,4.89357,31.333,0,0,20,3,1,3,11,32.31896794,0,1,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275066,2021,94,51.7,5,4,3,5,5,3.02875,0.64347,1.03995,1.68341,4.71216,0.12342,2.00665,0.72861,0.33474,3.07,3.11596,0.65139,1.19975,4.89357,31.333,0,0,20,3,1,3,11,32.31896794,0,1,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275094,2020,83,49.3,5,5,5,3,4,1.60405,0.62168,0.82368,1.44536,3.0494,0.04427,1.92808,0.69887,0.30855,2.9355,1.71748,0.65611,1.03091,3.3119,19.333,0,0,17,3,1,3,11,29.39338244,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275094,2021,83,42.4,4,4,4,3,3,1.78987,0.6476,0.45278,1.10038,2.89025,0.04861,1.92261,0.67765,0.30588,2.90613,1.91448,0.70841,0.56485,3.16195,32,2,0,17,3,1,5,9,33.26687117,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275101,2020,98,40.8,5,5,3,3,4,2.08122,0.46938,0.53997,1.00935,3.09058,0.02275,1.86332,0.61624,0.28117,2.76073,2.30585,0.5618,0.74164,3.5691,7.333,0,2,10,3,1,3,11,32.16982989,0,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275101,2021,98,37.1,5,5,5,3,4,1.88278,0.47628,0.72457,1.20085,3.08363,0.03727,1.95108,0.63452,0.29739,2.88299,1.98448,0.55641,0.92971,3.4006,7.333,0,0,10,3,1,5,9,32.49309328,0,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275114,2020,101,32.2,4,4,3,4,4,1.98165,0.80689,0.6778,1.48468,3.46633,0.0216,1.83542,0.69287,0.31895,2.84724,2.2289,0.85895,0.82067,3.88142,20,0,2,15,3,1,4,10,35.06072633,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275114,2021,101,22.2,5,5,5,4,3,2.70435,1.59648,0.54696,2.14344,4.84778,0.05721,2.02159,0.73241,0.31156,3.06555,2.751,1.61583,0.6699,5.02771,14.667,0,0,13,3,1,5,9,35.22432594,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275125,2020,50,35.8,5,5,2,5,5,3.00035,0.9001,1.03124,1.93134,4.93169,0.16263,2.10503,0.64852,0.29919,3.05274,2.94248,1.02371,1.33107,5.1505,7.333,0,1,7,3,1,6,8,34.39744189,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
275125,2021,50,35.8,5,5,2,5,5,3.00035,0.9001,1.03124,1.93134,4.93169,0.16263,2.10503,0.64852,0.29919,3.05274,2.94248,1.02371,1.33107,5.1505,7.333,0,1,7,3,1,6,8,34.39744189,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0
285055,2020,63,38.5,4,4,3,3,3,1.9427,0.70187,0.51192,1.21379,3.1565,0.02827,1.956,0.68618,0.29337,2.93554,2.0504,0.75445,0.67386,3.42815,28.667,0,0,10,3,1,4,10,33.90993111,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285055,2021,63,34.6,3,3,2,3,4,1.89985,0.49751,0.82733,1.32485,3.22469,0.16513,1.90697,0.72355,0.33285,2.96337,2.04878,0.50971,0.94847,3.4597,41.333,0,3,20,3,1,5,9,34.06199439,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285059,2020,105,80.2,5,4,4,5,5,2.92498,1.07968,0.94328,2.02296,4.94794,0.06745,2.0615,0.66922,0.30778,3.03851,2.92913,1.18996,1.18354,5.19168,19.333,0,1,11,3,1,5,9,35.30435356,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285059,2021,105,74.7,5,5,4,4,4,3.08433,1.17433,0.86596,2.04028,5.12461,0.07223,2.0913,0.70778,0.33897,3.13805,3.03294,1.22992,0.97482,5.19203,10.667,0,1,6,3,1,4,10,34.0861005,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285066,2020,122,67.7,5,4,5,4,3,3.02274,1.17042,0.99223,2.16265,5.18539,0.0743,2.12783,0.7907,0.55774,3.47627,2.92135,1.09727,0.67884,4.74245,33.333,0,3,16,3,1,5,9,32.8210215,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285066,2021,122,67.7,5,4,5,4,3,3.02274,1.17042,0.99223,2.16265,5.18539,0.0743,2.12783,0.7907,0.55774,3.47627,2.92135,1.09727,0.67884,4.74245,33.333,0,3,16,3,1,5,9,32.8210215,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285067,2020,94,80.1,5,5,5,4,4,2.61779,0.50144,0.70886,1.2103,3.82809,0.01282,1.94475,0.67578,0.2901,2.91063,2.77889,0.5473,0.94364,4.19314,12.667,0,0,9,3,1,4,10,33.167441,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285067,2021,94,80.1,5,5,5,4,4,2.61779,0.50144,0.70886,1.2103,3.82809,0.01282,1.94475,0.67578,0.2901,2.91063,2.77889,0.5473,0.94364,4.19314,12.667,0,0,9,3,1,4,10,33.167441,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285071,2020,102,88.2,4,3,4,5,5,3.29617,0.73296,0.78507,1.51803,4.8142,0.04961,1.98515,0.63809,0.28412,2.90737,3.41457,0.85149,1.05438,5.26453,39.333,2,0,22,3,1,5,9,35.36760294,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285071,2021,102,88.2,4,3,4,5,5,3.29617,0.73296,0.78507,1.51803,4.8142,0.04961,1.98515,0.63809,0.28412,2.90737,3.41457,0.85149,1.05438,5.26453,39.333,2,0,22,3,1,5,9,35.36760294,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285072,2020,175,65.4,3,2,3,5,5,2.18388,0.83383,0.93686,1.77069,3.95457,0.12683,2.06836,0.68178,0.32191,3.07206,2.17972,0.90207,1.12389,4.10406,68,1,0,26,3,1,5,9,34.05672556,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285072,2021,175,65.4,3,2,3,5,5,2.18388,0.83383,0.93686,1.77069,3.95457,0.12683,2.06836,0.68178,0.32191,3.07206,2.17972,0.90207,1.12389,4.10406,68,1,0,26,3,1,5,9,34.05672556,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285074,2020,86,56.5,4,3,4,5,5,3.10392,0.61133,0.90566,1.51699,4.62091,0.01358,2.06071,0.66624,0.29326,3.0202,3.10952,0.67679,1.19262,4.87792,35.333,2,0,16,3,1,4,10,31.65321222,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285074,2021,86,55.1,5,4,5,4,4,2.81448,0.60947,0.71769,1.32716,4.14164,0.02744,2.06016,0.65421,0.30247,3.01684,2.80943,0.69059,0.90541,4.36471,34,2,0,16,3,1,4,10,31.86862206,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285076,2020,72,48.4,3,4,4,1,1,1.9868,0.37107,0.79128,1.16235,3.14916,0.04531,1.95916,0.68193,0.32417,2.96526,2.08547,0.40337,0.93142,3.3765,30.667,2,5,15,3,1,4,10,27.44854539,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285076,2021,72,48.4,3,4,4,1,1,1.9868,0.37107,0.79128,1.16235,3.14916,0.04531,1.95916,0.68193,0.32417,2.96526,2.08547,0.40337,0.93142,3.3765,30.667,2,5,15,3,1,4,10,27.44854539,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285080,2020,100,58.7,4,3,2,4,4,3.35987,0.52109,0.6051,1.12619,4.48606,0.02339,2.01342,0.64183,0.26881,2.92406,3.43168,0.60184,0.85896,4.87768,42,2,5,25,3,1,4,10,34.91155711,0,1,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285080,2021,100,58.7,4,3,2,4,4,3.35987,0.52109,0.6051,1.12619,4.48606,0.02339,2.01342,0.64183,0.26881,2.92406,3.43168,0.60184,0.85896,4.87768,42,2,5,25,3,1,4,10,34.91155711,0,1,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285091,2020,82,37.4,1,1,3,3,4,2.16433,0.45048,0.60687,1.05736,3.22169,0.01275,2.03864,0.66938,0.3116,3.01962,2.19171,0.49638,0.75212,3.40153,93.333,1,0,40,3,1,4,10,33.49710522,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285091,2021,82,37.4,1,1,3,3,4,2.16433,0.45048,0.60687,1.05736,3.22169,0.01275,2.03864,0.66938,0.3116,3.01962,2.19171,0.49638,0.75212,3.40153,93.333,1,0,40,3,1,4,10,33.49710522,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285092,2020,145,78.5,4,3,4,4,3,3.29017,0.92524,0.58263,1.50786,4.79804,0.13961,2.11307,0.77407,0.36039,3.24752,3.21443,0.88162,0.62432,4.71037,46.667,1,1,29,3,1,3,11,33.08852617,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285092,2021,145,70.8,4,3,3,4,3,3.12229,0.85314,0.5779,1.43103,4.55332,0.14378,2.12323,0.7694,0.35842,3.25106,3.0241,0.82196,0.61524,4.45287,50.667,2,1,20,3,1,3,11,31.116826,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285093,2020,67,54.9,2,1,2,4,4,2.88387,0.83169,0.5783,1.40999,4.29386,0.07732,2.03455,0.68965,0.30386,3.02806,2.92622,0.88949,0.73497,4.52093,93.333,2,2,44,2,2,5,9,31.110618,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285093,2021,67,45.4,1,1,1,3,3,2.66543,0.82708,0.49337,1.32046,3.98588,0.18786,2.01345,0.71084,0.34993,3.07422,2.72236,0.86251,0.53801,4.12217,91.333,1,8,41,3,1,6,8,27.38503694,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285094,2020,68,39.3,3,2,3,5,5,2.67209,0.44257,1.0859,1.52847,4.20056,0.05738,1.92877,0.7218,0.3132,2.96377,2.84899,0.45452,1.32299,4.50607,54,1,3,26,3,1,6,8,30.80395572,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285094,2021,68,39.3,3,2,3,5,5,2.67209,0.44257,1.0859,1.52847,4.20056,0.05738,1.92877,0.7218,0.3132,2.96377,2.84899,0.45452,1.32299,4.50607,54,1,3,26,3,1,6,8,30.80395572,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285098,2020,106,76.5,5,4,5,4,5,2.03654,0.57861,0.94747,1.52609,3.56263,0.02401,2.03745,0.67715,0.32401,3.0386,2.06351,0.63025,1.12926,3.738,18.667,0,0,13,3,1,3,11,32.02068022,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285098,2021,106,62.7,5,5,5,4,5,1.65173,0.39787,0.83649,1.23436,2.88609,0.02855,1.95091,0.63477,0.26156,2.84724,1.7411,0.46463,1.22033,3.22271,12.667,0,4,7,3,1,4,10,33.38189133,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285112,2020,102,58.2,4,4,3,3,3,1.95584,0.81435,0.55105,1.3654,3.32124,0.01481,1.88123,0.64866,0.30262,2.83252,2.1463,0.92598,0.70319,3.73827,27.333,0,0,10,3,1,4,10,33.53501933,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285112,2021,102,56.8,4,4,4,4,4,1.80262,1.00362,0.52574,1.52936,3.33198,0.04828,1.76574,0.61017,0.26471,2.64062,2.09941,1.21928,0.75786,4.01173,30,0,0,11,3,1,4,10,30.75476539,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285114,2020,101,53,2,2,2,2,2,2.50281,0.68433,0.42617,1.1105,3.6133,0.0078,2.04562,0.66806,0.42208,3.13575,2.52582,0.75554,0.38992,3.67372,55.333,2,1,25,3,1,5,9,31.71347994,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285114,2021,101,52.1,3,3,4,2,2,2.42446,0.63933,0.33942,0.97875,3.40321,0.03356,2.08797,0.67955,0.33368,3.1012,2.38788,0.6974,0.38815,3.48895,50,2,1,25,2,2,4,10,30.56553706,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285117,2020,66,46,5,3,5,4,4,2.52277,0.57802,0.58202,1.16004,3.68281,0.01366,2.1316,0.65541,0.30438,3.09139,2.44327,0.65049,0.73842,3.79812,32.667,0,0,18,3,1,3,11,31.81786028,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285117,2021,66,48.4,4,3,5,3,4,2.15564,0.4056,0.65342,1.05902,3.21466,0.01283,2.0725,0.62131,0.26721,2.96102,2.13895,0.48392,0.93312,3.45167,52,0,0,20,3,1,4,10,34.31672322,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285119,2020,106,80.1,5,3,5,4,5,2.2985,0.4079,0.95049,1.35839,3.65688,0.04964,2.08442,0.66814,0.27861,3.03117,2.27645,0.45029,1.31745,3.84631,32,0,0,12,3,1,5,9,32.79269039,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285119,2021,106,80.1,5,3,5,4,5,2.2985,0.4079,0.95049,1.35839,3.65688,0.04964,2.08442,0.66814,0.27861,3.03117,2.27645,0.45029,1.31745,3.84631,32,0,0,12,3,1,5,9,32.79269039,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285126,2020,71,45,5,5,4,4,4,3.35298,0.66374,0.63723,1.30097,4.65395,0.04753,2.09602,0.66251,0.30928,3.06781,3.28968,0.74267,0.7862,4.82312,4.667,0,0,4,3,1,4,10,33.97471856,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285126,2021,71,45,5,5,4,4,4,3.35298,0.66374,0.63723,1.30097,4.65395,0.04753,2.09602,0.66251,0.30928,3.06781,3.28968,0.74267,0.7862,4.82312,4.667,0,0,4,3,1,4,10,33.97471856,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285130,2020,87,67,5,4,5,2,2,2.21349,0.71435,0.41478,1.12913,3.34262,0.01538,1.93484,0.70135,0.32523,2.96142,2.36175,0.75125,0.4925,3.59858,21.333,0,0,7,3,1,5,9,33.51176889,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285130,2021,87,67,5,4,5,2,2,2.21349,0.71435,0.41478,1.12913,3.34262,0.01538,1.93484,0.70135,0.32523,2.96142,2.36175,0.75125,0.4925,3.59858,21.333,0,0,7,3,1,5,9,33.51176889,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285131,2020,127,98,4,3,5,2,2,2.304,0.84483,0.26444,1.10927,3.41327,0.00342,1.91995,0.64122,0.27846,2.83962,2.47739,0.97179,0.36674,3.83226,36,0,0,16,3,1,3,11,33.36321883,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285131,2021,127,85.9,3,3,4,2,2,2.33788,0.7429,0.3179,1.06081,3.39869,0.00032,1.95082,0.62736,0.27664,2.85482,2.46448,0.87781,0.43851,3.78502,34,0,0,19,3,1,4,10,36.16644794,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285135,2020,60,44.3,4,4,3,3,3,2.43508,0.55337,0.46067,1.01404,3.44912,0.11424,2.03317,0.70266,0.32717,3.063,2.47252,0.58087,0.54376,3.59009,20,2,0,12,3,1,3,11,26.23556967,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285135,2021,60,44.3,4,4,3,3,3,2.43508,0.55337,0.46067,1.01404,3.44912,0.11424,2.03317,0.70266,0.32717,3.063,2.47252,0.58087,0.54376,3.59009,20,2,0,12,3,1,3,11,26.23556967,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285138,2020,88,45,4,3,3,4,4,2.3644,0.46315,0.65986,1.12301,3.48741,0.03582,1.87993,0.63989,0.30551,2.82533,2.59644,0.53386,0.8341,3.9353,48,0,0,16,3,1,4,10,34.41422189,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285138,2021,88,40.3,4,3,5,3,3,2.12139,0.46651,0.58526,1.05177,3.17316,0.13177,1.89418,0.64594,0.31628,2.8564,2.30313,0.53538,0.7061,3.5319,48,0,0,16,3,1,5,9,33.21862733,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285139,2020,75,43.7,3,3,4,3,4,1.77204,0.4623,0.71953,1.18183,2.95387,0.00887,1.87336,0.69019,0.31455,2.87811,1.95277,0.49404,0.88336,3.27211,32.667,2,4,22,3,1,5,9,28.94669861,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285139,2021,75,43.7,3,3,4,3,4,1.77204,0.4623,0.71953,1.18183,2.95387,0.00887,1.87336,0.69019,0.31455,2.87811,1.95277,0.49404,0.88336,3.27211,32.667,2,4,22,3,1,5,9,28.94669861,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285140,2020,97,75.6,3,3,3,3,3,2.17492,0.57294,0.56174,1.13469,3.3096,0.07315,1.9142,0.74984,0.37891,3.04296,2.3456,0.56357,0.57251,3.46755,44,1,3,22,3,1,5,9,33.15829006,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285140,2021,97,75.6,3,3,3,3,3,2.17492,0.57294,0.56174,1.13469,3.3096,0.07315,1.9142,0.74984,0.37891,3.04296,2.3456,0.56357,0.57251,3.46755,44,1,3,22,3,1,5,9,33.15829006,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285141,2020,60,44.2,3,3,2,3,3,2.64035,0.83233,0.55221,1.38454,4.02489,0.01672,2.00185,0.67136,0.29412,2.96732,2.7229,0.91443,0.72506,4.32448,39.333,1,0,18,3,1,6,8,38.06522128,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285141,2021,60,44.2,3,3,2,3,3,2.64035,0.83233,0.55221,1.38454,4.02489,0.01672,2.00185,0.67136,0.29412,2.96732,2.7229,0.91443,0.72506,4.32448,39.333,1,0,18,3,1,6,8,38.06522128,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285143,2020,54,43,4,3,4,4,4,2.4868,0.62466,0.85262,1.47729,3.96408,0.01832,2.01808,0.75294,0.39225,3.16327,2.54391,0.61192,0.83942,3.99531,34,2,0,12,2,2,3,11,29.03935235,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285143,2021,54,42.1,4,3,5,3,3,2.15767,0.84521,0.74023,1.58544,3.74311,0,2.09132,0.76295,0.39573,3.25,2.1217,0.82121,0.71377,3.66171,40.667,2,1,14,3,1,3,11,27.88885856,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285146,2020,63,51.7,4,4,4,3,3,2.26004,0.68812,0.82866,1.51678,3.77682,0.0998,2.06594,0.74771,0.44305,3.25671,2.25838,0.67879,0.72229,3.69735,26.667,0,0,18,3,1,3,11,28.41867244,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285146,2021,63,50.2,5,5,3,4,4,2.58466,0.65074,0.76479,1.41553,4.00019,0.09943,2.02986,0.74937,0.38256,3.16179,2.61853,0.64372,0.76284,4.02238,12,0,0,10,3,1,4,10,30.11951278,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285148,2020,84,51.1,4,5,1,4,4,3.22826,0.74698,0.63163,1.3786,4.60687,0.01213,2.09521,0.66352,0.30292,3.06165,3.18084,0.83035,0.80523,4.79727,15.333,0,0,11,3,1,5,9,33.76251567,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285148,2021,84,51.1,4,5,1,4,4,3.22826,0.74698,0.63163,1.3786,4.60687,0.01213,2.09521,0.66352,0.30292,3.06165,3.18084,0.83035,0.80523,4.79727,15.333,0,0,11,3,1,5,9,33.76251567,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285150,2020,70,30.9,2,1,5,3,4,2.1603,0.40742,0.6157,1.02312,3.18342,0.01565,1.90034,0.6583,0.29819,2.85683,2.34683,0.45649,0.79737,3.55266,86,0,10,40,3,1,4,10,30.64288944,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285150,2021,70,31.5,2,3,3,1,1,1.33003,0.76092,0.30612,1.06705,2.39708,0.0098,2.1046,0.69595,0.30209,3.10263,1.29961,0.81049,0.38669,2.45634,50,0,10,33,3,1,4,10,31.52820367,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285160,2020,83,50.6,5,5,4,5,5,2.83068,0.5228,1.1523,1.6751,4.50578,0.05683,2.20618,0.68863,0.31228,3.20708,2.63858,0.56277,1.40803,4.46678,12.667,1,1,7,3,1,4,10,32.87821522,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285160,2021,83,50.6,5,5,4,5,5,2.83068,0.5228,1.1523,1.6751,4.50578,0.05683,2.20618,0.68863,0.31228,3.20708,2.63858,0.56277,1.40803,4.46678,12.667,1,1,7,3,1,4,10,32.87821522,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285163,2020,64,38.4,4,3,2,5,5,2.52864,0.40781,0.91131,1.31912,3.84776,0.02769,2.00421,0.64851,0.29102,2.94374,2.60462,0.46382,1.20928,4.16727,40,0,2,20,3,1,4,10,33.89657106,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285163,2021,64,40.6,5,3,5,5,5,2.51093,0.50925,0.81925,1.3285,3.83943,0.06997,1.92854,0.63632,0.28547,2.85033,2.67748,0.59325,1.09508,4.28259,50.667,0,1,25,3,1,4,10,31.33743667,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285165,2020,71,66.2,2,2,2,2,3,2.01316,0.30643,0.65234,0.95877,2.97192,0.04559,1.992,0.71688,0.35358,3.06245,2.08636,0.31528,0.71248,3.09394,59.333,1,2,33,3,1,4,10,34.80326639,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0
285165,2021,71,59.2,4,4,2,3,3,2.1344,0.44829,0.65632,1.10461,3.23901,0.0476,2.07647,0.72402,0.35542,3.15591,2.11383,0.45898,0.70464,3.26305,32,0,0,21,3,1,7,7,35.78403417,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285172,2020,58,40.2,4,3,5,2,2,2.78143,0.79233,0.33339,1.12571,3.90715,0.02031,2.19803,0.62668,0.26951,3.09422,2.60228,0.93722,0.47204,4.01462,40,1,0,16,3,1,3,11,33.98819967,0,1,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285172,2021,58,40.2,4,3,5,2,2,2.78143,0.79233,0.33339,1.12571,3.90715,0.02031,2.19803,0.62668,0.26951,3.09422,2.60228,0.93722,0.47204,4.01462,40,1,0,16,3,1,3,11,33.98819967,0,1,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285183,2020,45,35.8,4,3,5,3,3,2.14079,0.77847,0.54557,1.32404,3.46483,0.06501,2.04159,0.71689,0.3321,3.09059,2.16473,0.80093,0.63442,3.57425,39.333,0,2,24,3,1,3,11,27.11375122,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285183,2021,45,35.9,4,3,5,3,3,1.90465,0.58708,0.71178,1.29886,3.20352,0.04248,2.00417,0.76105,0.37488,3.1401,1.95435,0.57183,0.7245,3.24353,36,2,0,19,3,1,5,9,27.84928589,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0
285187,2020,69,44.3,2,1,5,4,4,2.33406,0.29271,0.75198,1.04469,3.37875,0.00998,2.03913,0.62858,0.28057,2.94828,2.36302,0.34347,1.03502,3.65369,89.333,1,0,26,3,1,4,10,29.35378428,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0
